"Path","LegacyRoot","Title","Namespace","Role","System","Workspace","Type","Project","Domain","Status","Authority","SuggestedRole","SuggestedSystem","SuggestedWorkspace","SuggestedTarget","MigrationDisposition","Confidence","NeedsHumanReview","PathSensitiveReferenceCount","PathSensitiveKinds"
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Simples\Database\codependentcoding.database.client.simple.md","10 PROJECTS","Maximal Template — lib/db/client.ts","codependentcoding.database.client.simple","","","","simple","Codependent Coding","database","review","working-note","role-owner-by-responsibility","codependent-coding","codependent-coding","role-owned Codependent Coding lens or current project workspace","preserve-canon-and-link","medium","True","6","path-qualified-wikilink;query-folder-source"
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Simples\Database\codependentcoding.database.provider.simple.md","10 PROJECTS","Maximal Template — lib/db/provider.ts","codependentcoding.database.provider.simple","","","","simple","Codependent Coding","database","review","working-note","role-owner-by-responsibility","codependent-coding","codependent-coding","role-owned Codependent Coding lens or current project workspace","preserve-canon-and-link","medium","True","6","path-qualified-wikilink;query-folder-source"
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Simples\Database\codependentcoding.database.tenant.simple.md","10 PROJECTS","Maximal Template — lib/db/tenant.ts","codependentcoding.database.tenant.simple","","","","simple","Codependent Coding","database","review","working-note","role-owner-by-responsibility","codependent-coding","codependent-coding","role-owned Codependent Coding lens or current project workspace","preserve-canon-and-link","medium","True","10","path-qualified-wikilink;query-folder-source"
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Simples\DTO\codependentcoding.dto.projects.simple.md","10 PROJECTS","Maximal Template — lib/db/dto/projects.dto.ts","codependentcoding.dto.projects.simple","","","","simple","Codependent Coding","projects","review","working-note","role-owner-by-responsibility","codependent-coding","codependent-coding","role-owned Codependent Coding lens or current project workspace","preserve-canon-and-link","medium","True","4","query-folder-source"
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Simples\Fetchers\codependentcoding.fetchers.projects.simple.md","10 PROJECTS","Maximal Template — lib/fetchers/projectsFetchers.ts","codependentcoding.fetchers.projects.simple","","","","simple","Codependent Coding","projects","review","working-note","role-owner-by-responsibility","codependent-coding","codependent-coding","role-owned Codependent Coding lens or current project workspace","preserve-canon-and-link","medium","True","8","query-folder-source"
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Simples\Prisma\codependentcoding.prisma.application-owned-tenancy.simple.md","10 PROJECTS","Maximal Template — application-owned tenancy migration","codependentcoding.prisma.application-owned-tenancy.simple","","","","simple","Codependent Coding","database-security","review","working-note","role-owner-by-responsibility","codependent-coding","codependent-coding","role-owned Codependent Coding lens or current project workspace","preserve-canon-and-link","medium","True","6","path-qualified-wikilink;query-folder-source"
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Simples\Selects\codependentcoding.selects.projects.simple.md","10 PROJECTS","Maximal Template — lib/db/selects/projects.selects.ts","codependentcoding.selects.projects.simple","","","","simple","Codependent Coding","projects","review","working-note","role-owner-by-responsibility","codependent-coding","codependent-coding","role-owned Codependent Coding lens or current project workspace","preserve-canon-and-link","medium","True","2","query-folder-source"
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Simples\Transactions\codependentcoding.transactions.tenant-context.simple.md","10 PROJECTS","Maximal Template — lib/db/transactions/tenant-context.tx.ts","codependentcoding.transactions.tenant-context.simple","","","","simple","Codependent Coding","database","review","working-note","role-owner-by-responsibility","codependent-coding","codependent-coding","role-owned Codependent Coding lens or current project workspace","preserve-canon-and-link","medium","True","4","query-folder-source"
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Simples\Types\codependentcoding.types.access.simple.md","10 PROJECTS","Maximal Template — types/access.ts","codependentcoding.types.access.simple","","","","simple","Codependent Coding","authorization","review","working-note","role-owner-by-responsibility","codependent-coding","codependent-coding","role-owned Codependent Coding lens or current project workspace","preserve-canon-and-link","medium","True","1","path-qualified-wikilink"
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\.editorconfig.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\.editorconfig'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.editorconfig'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\.github\agents\agentic-workflows.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\.github\agents\agentic-workflows.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.github.agents.agentic-workflows.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\.github\aw\actions-lock.json.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\.github\aw\actions-lock.json'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.github.aw.actions-lock.json'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\.github\copilot-instructions.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\.github\copilot-instructions.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.github.copilot-instructions.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\.github\ISSUE_TEMPLATE\external-plugin.yml.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\.github\ISSUE_TEMPLATE\external-plugin.yml'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.github.issue-template.external-plugin.yml'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\.github\plugin\marketplace.json.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\.github\plugin\marketplace.json'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.github.plugin.marketplace.json'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\.github\pull_request_template.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\.github\pull_request_template.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.github.pull-request-template.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","1","path-qualified-markdown-link"
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\.github\skills\agentic-workflows\SKILL.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\.github\skills\agentic-workflows\SKILL.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.github.skills.agentic-workflows.skill.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\.github\skills\create-canvas-extension\SKILL.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\.github\skills\create-canvas-extension\SKILL.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.github.skills.create-canvas-extension.skill.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\agentics-maintenance.yml.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\agentics-maintenance.yml'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.github.workflows.agentics-maintenance.yml'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\build-website.yml.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\build-website.yml'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.github.workflows.build-website.yml'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\check-line-endings.yml.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\check-line-endings.yml'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.github.workflows.check-line-endings.yml'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\check-plugin-structure.yml.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\check-plugin-structure.yml'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.github.workflows.check-plugin-structure.yml'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\cli-for-beginners-sync.lock.yml.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\cli-for-beginners-sync.lock.yml'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.github.workflows.cli-for-beginners-sync.lock.yml'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","6","path-qualified-wikilink"
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\cli-for-beginners-sync.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\cli-for-beginners-sync.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.github.workflows.cli-for-beginners-sync.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\codeowner-update.lock.yml.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\codeowner-update.lock.yml'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.github.workflows.codeowner-update.lock.yml'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","6","path-qualified-wikilink"
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\codeowner-update.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\codeowner-update.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.github.workflows.codeowner-update.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\codespell.yml.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\codespell.yml'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.github.workflows.codespell.yml'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
